word,keyword,spiderId,originText,Relevance,Importance,Sentiment,Dimension,Reason
少放水,白糖罂荔枝,1,"??红红的白糖罂品种，这才是纯甜多汁的荔枝品种！
??懂吃荔枝的宝子们一定要吃哦。
??果肉细腻，多汁味甜，一口爆汁，吃了就停不下来！
而且它是不泡冰水的~
?单看价格它是真的贵，但是它坐飞机的呢，昨天在果园树枝上，明天就到你手上了。尽力保存原汁原味了。
	
#白糖罂荔枝[话题]# #荔枝[话题]# #每日水果[话题]# #大爱水果季[话题]# #美食[话题]# #水果[话题]# #桂味荔枝[话题]# #糯米糍荔枝[话题]#
摘下来就是要泡的，可以延长保存时间
拍下就发吗
不需要买家在额外付邮费吧？
真有网页里的图片上那么好？
发酸的是怎么回事
发香港吗？
拍了，不知道好吃不
啥时候能发货？",9,7,6,保存,用户关注荔枝的保存时间和方法。
延长保存时间,白糖罂荔枝,1,"??红红的白糖罂品种，这才是纯甜多汁的荔枝品种！
??懂吃荔枝的宝子们一定要吃哦。
??果肉细腻，多汁味甜，一口爆汁，吃了就停不下来！
而且它是不泡冰水的~
?单看价格它是真的贵，但是它坐飞机的呢，昨天在果园树枝上，明天就到你手上了。尽力保存原汁原味了。
	
#白糖罂荔枝[话题]# #荔枝[话题]# #每日水果[话题]# #大爱水果季[话题]# #美食[话题]# #水果[话题]# #桂味荔枝[话题]# #糯米糍荔枝[话题]#
摘下来就是要泡的，可以延长保存时间
拍下就发吗
不需要买家在额外付邮费吧？
真有网页里的图片上那么好？
发酸的是怎么回事
发香港吗？
拍了，不知道好吃不
啥时候能发货？",9,7,6,保存,用户关注荔枝的保存时间和方法。
看价格真的贵,白糖罂荔枝,1,"??红红的白糖罂品种，这才是纯甜多汁的荔枝品种！
??懂吃荔枝的宝子们一定要吃哦。
??果肉细腻，多汁味甜，一口爆汁，吃了就停不下来！
而且它是不泡冰水的~
?单看价格它是真的贵，但是它坐飞机的呢，昨天在果园树枝上，明天就到你手上了。尽力保存原汁原味了。
	
#白糖罂荔枝[话题]# #荔枝[话题]# #每日水果[话题]# #大爱水果季[话题]# #美食[话题]# #水果[话题]# #桂味荔枝[话题]# #糯米糍荔枝[话题]#
摘下来就是要泡的，可以延长保存时间
拍下就发吗
不需要买家在额外付邮费吧？
真有网页里的图片上那么好？
发酸的是怎么回事
发香港吗？
拍了，不知道好吃不
啥时候能发货？",8,6,5,价格,用户引起了注意荔枝的价格。
坐飞机,白糖罂荔枝,1,"??红红的白糖罂品种，这才是纯甜多汁的荔枝品种！
??懂吃荔枝的宝子们一定要吃哦。
??果肉细腻，多汁味甜，一口爆汁，吃了就停不下来！
而且它是不泡冰水的~
?单看价格它是真的贵，但是它坐飞机的呢，昨天在果园树枝上，明天就到你手上了。尽力保存原汁原味了。
	
#白糖罂荔枝[话题]# #荔枝[话题]# #每日水果[话题]# #大爱水果季[话题]# #美食[话题]# #水果[话题]# #桂味荔枝[话题]# #糯米糍荔枝[话题]#
摘下来就是要泡的，可以延长保存时间
拍下就发吗
不需要买家在额外付邮费吧？
真有网页里的图片上那么好？
发酸的是怎么回事
发香港吗？
拍了，不知道好吃不
啥时候能发货？",8,6,5,价格,用户引起了注意荔枝的价格。
尽力保存原汁原味,白糖罂荔枝,1,"??红红的白糖罂品种，这才是纯甜多汁的荔枝品种！
??懂吃荔枝的宝子们一定要吃哦。
??果肉细腻，多汁味甜，一口爆汁，吃了就停不下来！
而且它是不泡冰水的~
?单看价格它是真的贵，但是它坐飞机的呢，昨天在果园树枝上，明天就到你手上了。尽力保存原汁原味了。
	
#白糖罂荔枝[话题]# #荔枝[话题]# #每日水果[话题]# #大爱水果季[话题]# #美食[话题]# #水果[话题]# #桂味荔枝[话题]# #糯米糍荔枝[话题]#
摘下来就是要泡的，可以延长保存时间
拍下就发吗
不需要买家在额外付邮费吧？
真有网页里的图片上那么好？
发酸的是怎么回事
发香港吗？
拍了，不知道好吃不
啥时候能发货？",8,6,5,价格,用户引起了注意荔枝的价格。
啥时候能发货,白糖罂荔枝,1,"??红红的白糖罂品种，这才是纯甜多汁的荔枝品种！
??懂吃荔枝的宝子们一定要吃哦。
??果肉细腻，多汁味甜，一口爆汁，吃了就停不下来！
而且它是不泡冰水的~
?单看价格它是真的贵，但是它坐飞机的呢，昨天在果园树枝上，明天就到你手上了。尽力保存原汁原味了。
	
#白糖罂荔枝[话题]# #荔枝[话题]# #每日水果[话题]# #大爱水果季[话题]# #美食[话题]# #水果[话题]# #桂味荔枝[话题]# #糯米糍荔枝[话题]#
摘下来就是要泡的，可以延长保存时间
拍下就发吗
不需要买家在额外付邮费吧？
真有网页里的图片上那么好？
发酸的是怎么回事
发香港吗？
拍了，不知道好吃不
啥时候能发货？",4,4,5,发货,用户询问荔枝的配送时间。
肉质爽脆,白糖罂荔枝,1,"白糖罂荔枝实拍图！无任何滤镜！
白糖罂荔枝有着一千三百年以上的栽培历史
是早期荔枝品种中口感比较好的一款
纯甜口感，肉质爽脆，没有任何酸涩感
新鲜采摘发货不泡水的荔枝，吃过真的可以颠覆你们的想象
这就是你们收到的荔枝实拍图[请升级到App最新版本查看图片评论]
一定得拍五斤吗[失望R]",10,9,8,口感,用户对荔枝的口感印象最为深刻
纯甜口感,白糖罂荔枝,1,"白糖罂荔枝实拍图！无任何滤镜！
白糖罂荔枝有着一千三百年以上的栽培历史
是早期荔枝品种中口感比较好的一款
纯甜口感，肉质爽脆，没有任何酸涩感
新鲜采摘发货不泡水的荔枝，吃过真的可以颠覆你们的想象
这就是你们收到的荔枝实拍图[请升级到App最新版本查看图片评论]
一定得拍五斤吗[失望R]",10,9,8,口感,用户对荔枝的口感印象最为深刻
口感不错,白糖罂荔枝,1,"白糖罂荔枝实拍图！无任何滤镜！
白糖罂荔枝有着一千三百年以上的栽培历史
是早期荔枝品种中口感比较好的一款
纯甜口感，肉质爽脆，没有任何酸涩感
新鲜采摘发货不泡水的荔枝，吃过真的可以颠覆你们的想象
这就是你们收到的荔枝实拍图[请升级到App最新版本查看图片评论]
一定得拍五斤吗[失望R]",10,9,8,口感,用户对荔枝的口感印象最为深刻
新鲜采摘,白糖罂荔枝,1,"白糖罂荔枝实拍图！无任何滤镜！
白糖罂荔枝有着一千三百年以上的栽培历史
是早期荔枝品种中口感比较好的一款
纯甜口感，肉质爽脆，没有任何酸涩感
新鲜采摘发货不泡水的荔枝，吃过真的可以颠覆你们的想象
这就是你们收到的荔枝实拍图[请升级到App最新版本查看图片评论]
一定得拍五斤吗[失望R]",9,8,9,新鲜,用户对荔枝的新鲜程度非常关注
不泡水的荔枝,白糖罂荔枝,1,"白糖罂荔枝实拍图！无任何滤镜！
白糖罂荔枝有着一千三百年以上的栽培历史
是早期荔枝品种中口感比较好的一款
纯甜口感，肉质爽脆，没有任何酸涩感
新鲜采摘发货不泡水的荔枝，吃过真的可以颠覆你们的想象
这就是你们收到的荔枝实拍图[请升级到App最新版本查看图片评论]
一定得拍五斤吗[失望R]",9,8,9,新鲜,用户对荔枝的新鲜程度非常关注
一直买这家的荔枝，很新鲜,白糖罂荔枝,1,"白糖罂荔枝实拍图！无任何滤镜！
白糖罂荔枝有着一千三百年以上的栽培历史
是早期荔枝品种中口感比较好的一款
纯甜口感，肉质爽脆，没有任何酸涩感
新鲜采摘发货不泡水的荔枝，吃过真的可以颠覆你们的想象
这就是你们收到的荔枝实拍图[请升级到App最新版本查看图片评论]
一定得拍五斤吗[失望R]",9,8,9,新鲜,用户对荔枝的新鲜程度非常关注
一千三百年以上的栽培历史,白糖罂荔枝,1,"白糖罂荔枝实拍图！无任何滤镜！
白糖罂荔枝有着一千三百年以上的栽培历史
是早期荔枝品种中口感比较好的一款
纯甜口感，肉质爽脆，没有任何酸涩感
新鲜采摘发货不泡水的荔枝，吃过真的可以颠覆你们的想象
这就是你们收到的荔枝实拍图[请升级到App最新版本查看图片评论]
一定得拍五斤吗[失望R]",6,3,6,历史,用户关注荔枝的栽培历史
老树精选荔枝,白糖罂荔枝,1,"前两天在无意间透露了一下关于今年荔枝的预测价格，结果发出后被小姐妹们喷成了筛子。
有的说我不道德，既然是产地直发的，就不应该比市场上买到的贵。
有的说我辜负了她们的等待，今年是荔枝大年，荔枝价格就应该奔着10元3斤包邮去的。
我想说的是，我给不了你们市场最低的价格，因为我需要用价格来衡量我的品质。
同时我也给不了你亏米价格，因为荔枝是我一家人的支持产业，我要依靠荔枝季赚一些生活费。
我家的荔枝是现摘现发的老树精选荔枝，发顺丰空运的，承诺坏果包赔
在同等价位的情况下，一定不会让你买到吃亏呢
	
原创｜图片文案#荔枝[话题]# #白糖罂荔枝[话题]# #大爱水果季[话题]# #笔记灵感[话题]#
又不说价格 又让别人等...
既然产量高，希望是薄利多销，好吃实惠就推荐朋友一起买！要是比市场价高就emmm……
想问问20元能买到1斤吗？不是很清楚荔枝价格[哭惹R][哭惹R][哭惹R]
用价格衡量品质是什么鬼[汗颜R]咱就是说卖货就卖货，没那个水平不用强行瞎整文案
没种过，没摘过，没对比过每年差不多荔枝价格，就谈10元三斤，不够请人帮忙打虫，摘的，桂味一般都要13.5一斤，一天天的，9.9就真",9,9,5,品质,用价格衡量品质
比市场价高,白糖罂荔枝,1,"前两天在无意间透露了一下关于今年荔枝的预测价格，结果发出后被小姐妹们喷成了筛子。
有的说我不道德，既然是产地直发的，就不应该比市场上买到的贵。
有的说我辜负了她们的等待，今年是荔枝大年，荔枝价格就应该奔着10元3斤包邮去的。
我想说的是，我给不了你们市场最低的价格，因为我需要用价格来衡量我的品质。
同时我也给不了你亏米价格，因为荔枝是我一家人的支持产业，我要依靠荔枝季赚一些生活费。
我家的荔枝是现摘现发的老树精选荔枝，发顺丰空运的，承诺坏果包赔
在同等价位的情况下，一定不会让你买到吃亏呢
	
原创｜图片文案#荔枝[话题]# #白糖罂荔枝[话题]# #大爱水果季[话题]# #笔记灵感[话题]#
又不说价格 又让别人等...
既然产量高，希望是薄利多销，好吃实惠就推荐朋友一起买！要是比市场价高就emmm……
想问问20元能买到1斤吗？不是很清楚荔枝价格[哭惹R][哭惹R][哭惹R]
用价格衡量品质是什么鬼[汗颜R]咱就是说卖货就卖货，没那个水平不用强行瞎整文案
没种过，没摘过，没对比过每年差不多荔枝价格，就谈10元三斤，不够请人帮忙打虫，摘的，桂味一般都要13.5一斤，一天天的，9.9就真",9,8,3,价格,价格过高
产地直发,白糖罂荔枝,1,"前两天在无意间透露了一下关于今年荔枝的预测价格，结果发出后被小姐妹们喷成了筛子。
有的说我不道德，既然是产地直发的，就不应该比市场上买到的贵。
有的说我辜负了她们的等待，今年是荔枝大年，荔枝价格就应该奔着10元3斤包邮去的。
我想说的是，我给不了你们市场最低的价格，因为我需要用价格来衡量我的品质。
同时我也给不了你亏米价格，因为荔枝是我一家人的支持产业，我要依靠荔枝季赚一些生活费。
我家的荔枝是现摘现发的老树精选荔枝，发顺丰空运的，承诺坏果包赔
在同等价位的情况下，一定不会让你买到吃亏呢
	
原创｜图片文案#荔枝[话题]# #白糖罂荔枝[话题]# #大爱水果季[话题]# #笔记灵感[话题]#
又不说价格 又让别人等...
既然产量高，希望是薄利多销，好吃实惠就推荐朋友一起买！要是比市场价高就emmm……
想问问20元能买到1斤吗？不是很清楚荔枝价格[哭惹R][哭惹R][哭惹R]
用价格衡量品质是什么鬼[汗颜R]咱就是说卖货就卖货，没那个水平不用强行瞎整文案
没种过，没摘过，没对比过每年差不多荔枝价格，就谈10元三斤，不够请人帮忙打虫，摘的，桂味一般都要13.5一斤，一天天的，9.9就真",8,7,6,产地,产地直发
好吃实惠,白糖罂荔枝,1,"前两天在无意间透露了一下关于今年荔枝的预测价格，结果发出后被小姐妹们喷成了筛子。
有的说我不道德，既然是产地直发的，就不应该比市场上买到的贵。
有的说我辜负了她们的等待，今年是荔枝大年，荔枝价格就应该奔着10元3斤包邮去的。
我想说的是，我给不了你们市场最低的价格，因为我需要用价格来衡量我的品质。
同时我也给不了你亏米价格，因为荔枝是我一家人的支持产业，我要依靠荔枝季赚一些生活费。
我家的荔枝是现摘现发的老树精选荔枝，发顺丰空运的，承诺坏果包赔
在同等价位的情况下，一定不会让你买到吃亏呢
	
原创｜图片文案#荔枝[话题]# #白糖罂荔枝[话题]# #大爱水果季[话题]# #笔记灵感[话题]#
又不说价格 又让别人等...
既然产量高，希望是薄利多销，好吃实惠就推荐朋友一起买！要是比市场价高就emmm……
想问问20元能买到1斤吗？不是很清楚荔枝价格[哭惹R][哭惹R][哭惹R]
用价格衡量品质是什么鬼[汗颜R]咱就是说卖货就卖货，没那个水平不用强行瞎整文案
没种过，没摘过，没对比过每年差不多荔枝价格，就谈10元三斤，不够请人帮忙打虫，摘的，桂味一般都要13.5一斤，一天天的，9.9就真",8,7,7,口感,好吃实惠
